prompts
tr6998 will
tr6626 leaves
you sure
train tr0996
whatever it
which food
"unfortunatly ,"
tr1975 leaves
that arrives
what place
whipple museum
train tr5413
"anytime ,"
tr1791 leaves
da vince
clare hall
yes on
tr0635 leaves
nothing is
tr4212 leaves
always welcome
the tr3602
the tr7458
bot museums
phone 01223355397
the tr0467
the tr9835
08712240240 .
train tr5902
tr3702 leaves
yeson tuesday
take your
tr0537 leaves
you now
we didnt
unit su43
the graffitti
lots !
tr1309 departs
the are
sounds great
backstreet bistro
to you
you will
ok wonderful
zizzi is
train tr5343
14 of
more specifically
train tr9678
cb21tt is
it fits
tr8335 arrives
i bookid
okay that
"anatolia ,"
tr5693 meets
trin id
starts from
138 perne
train id#tr5435
your travel
tr8842 arrives
the fitzwilliam
just so
"okay ,"
tr3889 departs
"sorry ,"
the ballare
reservation is
where do
tr9024 leaves
and do
take care
limehouse is
my earliest
hills rd
sure where
that post
found 2
sometimes we
the maharajah
everything is
the japanese
"great ,"
i ran
its location
goodbye to
is yu
both guesthouses
very good
tr4975 matches
what specific
that restaurant
the tr7928
we were
tr5949 departs
train tr9831
bedouin 100
sure no
soul tree
their travel
08715501010 can
the tr9139
they are
you .
will you
it turns
the tr3390
i recommend
great how
what types
home from
absolutely you
looking now
i now
scadamores punting
thanks and
"sadly ,"
provided information
tr1392 .
that ride
thanks !
the tr5831
where from
try some
tr1765 leaves
you've come
clowns cafe
please state
14 of
phone number:
the meghana
how great
the carolina
you table
adc theatre
the nirala
no sir
yes mam
tr0277 two
your taxi
yeah any
tr6003 leaves
tr4257 booking
tr0053 leaves
this particular
great enjoy
tr1681 leaves
tr8387 will
so i
reservation for
tr9859 would
sure the
tr0060 leaves
saint catharine
the earlest
and for
you got
my preference
yes bridge
could not
60 mins
the botanic
tr2138 leaves
gdsgfsd fg
none in
tr8151 will
the tr0635
the a&b
are only
tr1879 leaves
the cover
you can
my earliest
postcode: c
the west
that type
surethat 's
i regret
tr3934 looks
hakka 's
i prefer
thank you
i'll recommend
the local
i'll also
they both
tr9805 will
ciquito restaurant
"thank ,"
tr6167 leaves
train tr5972
tr2941 arrives
cherry hinton
it offers
tr4698 leaves
what night
17 magdalene
anatolia meets
any departure
call us
tr8585 leaves
"unfortuntately ,"
lynne stover
thanks so
tr4283 leaves
the tr8600
what location
and would
your travel
bye !
tr3447 leaves
adc theater
moderate -ly
lad we
train id#tr5435
8 tickets
great what
train tr0031
tr0060 will
oh great
tr2530 leaves
is it
reference number
total -ly
its an
"first ,"
panahar is
yeah sure
how many
unfortunately bedouin
okay sure
which restaurant
and when
well here
train tr9611
camboats is
trin id
tr5390 is
that id
success in
train number
what town
eraina would
sorry for
train tr7747
italian and
seems like
right .
look out
good by
train tr3844
tr5499 leaves
wrong domain
tr2636 is
tr5413 leaves
that particular
tr3130 will
train tr5348
the cops
i recomend
which are
yes almost
tr0212 departs
a few
tr1958 leaves
what ever
price for
those are
tr8699 departs
yes chery
nothing in
46 rose
which place
oh well
there an
i recommendvlittle
cotto is
i'll check
if that
the tr4235
and when
alright and
4.10 pounds
what place
18:54 is
cambridge leisure
your ride
that can
the local
so sorry
their details
the vue
train tr2775
sorry i
the primavera
tr6167 leaves
awesome !
tr9082 leaves
tr1549 leaves
riverside brasseri
that was
tr0552 departs
out of
the postcode
jesus lane
tr5600 leaves
kambar is
most of
great if
tr1159 will
i was
tr8410 will
if your're
postcode: c
that information
"hi ,"
your new
we actual
wehave four
lan hong
cote 's
cambridge does
yesm there
tandoori palace
am i
the allen
tr5219 is
here it
a booking
tr1328 leaves
great thank
expensive price
i got
so the
tr0677 will
oh well
well what
the lucky
train tr8176
tr4975 matches
train #tr4330
the fez
you hang
welcome next
the arbury
the whipple
train tr0927
the tr7721
nusha can
tr3780 will
hamilton lodge
university of
if your're
tr9904 leaves
the tr3347
starting on
cheap we
sorry booking
not sure
their postcode
train tr8500
tenpin 's
only 17
any location
the tr8685
the 5:54
would love
tr5504 would
oh wait
unfortunately not
train tr2145
okay thank
anytime you
would love
you've got
the saint
get back
i definite
i see
sorry !
allenbell guesthouse
the funky
cambridge offers
train tr1163
since there
the regency
the people
certainlywhat time
the tr3685
good bye
all available
sheep 's
tr0992 will
tr9835 arrives
get back
to narrow
the archyway
addenbrookes postcode
our city
prezzo is
reservation for
the tr3390
tr8913 will
tr0471 leaving
lovely guesthouse
the cocum
i sure
train tr5473
the tr3702
moderate range
tr2357 leaves
wonderful i
tr1681 will
my suggestions
its a
this restaurant
52 mill
those days
that we
departure location
i love
try the
tr6226 arrives
they offer
the departure
tr1581 leaves
the booked
the next
that cuts
my database
ok alexander
kitchen and
it leave
ok its
yes
the tr1898
tr0677 will
first of
you can
that hotel
the archway
yes ugly
i reserved
are there
how silly
the trainid
your taxi
why sure
the tr7015
curry price
if the
three guesthouses
please do
it look
what preference
their general
train tr7309
the ride
your car
is parkside
rajmahal is
what dates
what part
sure reference
the tr1006
"goodbye ,"
one night
tr5089 arrives
tr7827 leaves
you asked
tr7994 arrives
sweet !
train tr5570
tr4792 leaves
tr0904 has
great we
there s
tr4387 arrives
alright your
tr2025 will
train tr9448
were you
train tr4863
the dojo
alright then
where are
fitzbillies restaurant
avalon is
bot museums
train tr9781
absolutelydo you
the tr4494
allright .
how long
no trouble
tr5529 leaves
postcode: cb11jg
yes on
they sure
yes it
okay tr8265
ok !
tr2141 leaves
"whoa ,"
for 16.50
the tr6549
wen do
5 of
okay- from
okay have
tr8813 leaves
tr5285 leaves
tr7943 leaves
we have
60 minutes
ive located
their price
tr2776 will
train tr3782
black bmw
i know
the tr7147
this trip
which stations
there a
okay have
tr5170 is
meghna is
tr6386 departs
train tr8335
5 pounds
good news
"lol ,"
the tr2788
train tr1262
booking successful
i recomend
i recommend
have fun
the tr2530
okwhat type
tr4283 leaves
how long
you came
blue skoda
train tr1465
what postcode
lan hong
the is
no fee
sorry they
your vehicle
have we
the tr9448
tr7578 will
our night
yes cote
tr3339 is
the tr8600
tr0415 leaves
staudct0 is
the tr4898
tr6742 leaves
twelve trains
the moderate
booked car
the room
train tr7468
none in
tr5725 from
the food
the bold
tell me
and from
no such
sure phone
perfect i
there multiple
sure thingthe
the tr2508
4 tickets
departure time
sure how
tr9003 will
the tr1766
tr9024 leaves
success .
all the
the tr7610
that booking
you now
thank for
tr8636 leaves
"architecture ,"
if you
the tr5703
trains from
anything else
that booking
you really
unfortunately with
certain -ly
the west
not at
cote 's
tr9775 arrives
tr5971 departs
tr3730 will
postcode is
zizi cambridge
tr6833 leaves
there we
welcome .
loch fyne
your new
tr8805 will
the clowns
the tr1156
most things
the urology
tr9102 arrives
the mumford
which train
trains begin
from which
the tr2292
tr1931 will
the tr4351
any time
tr1854 arrives
tr8504 will
yes well
train tr7808
train tr0776
train tr0279
sure thingwhat
"awesome ,"
train tr1120
phone number:
be free
the cityroomz
74 mill
i don
five trains
01223353888 is
nice !
46 jesus
the tr5686
the free
what do
not based
in that
the cityroomz
the type
alpha milton
"tr6583 ,"
it seems
the tr5003
451 newmarket
sure for
university arms
how great
tr7878 leaves
train tr2970
the pizza
reservation for
i have
tr3810 is
sure phone
youre welcome
what about
tr9062 will
where you
university arms
i suggest
cambridge arts
the one
tr5725 from
the closest
booking for
tr0615 departs
tr8631 cost
and on
the tr3677
tr9859 would
blue skoda
thanks a
the ghandi
yes all
tr6939 arrives
the moderate
train tr7656
woudl you
tr8604 will
perfect i
no but
what size
does price
price for
and the
you sure
tr 9468
what ever
everything is
none of
alexander b
yes that
arrival at
what will
meghan is
castle galleries
train tr8335
the latest
4 museums
easy enough
train tr3753
greathave a
camboats in
oh sure
be free
cityroomz hotel
the tr4288
tr9635 will
some options
almost all
the arrival
tr5219 is
what aspects
sure thingthe
booking was
the emergency
tr7703 will
"not ,"
what postcode
leverton house
nandos postcode
addenbrokes hospital
wandlebury country
trainid tr6745
taj tandoori
the tr1180
1 guest
tr7178 departs
tr2083 will
"booked ,"
the tr7349
that worked
hello !
city cenrtree
the lensfield
"yes ,"
five restaurant
156 chesterton
done !
royal spice
and thank
the tr3697
jinling noodle
zizzi is
two selections
train tr9580
the lovell
here are
the tr1233
train tr2257
yes in
postcode cb23pg
african huh
leaves at
46 jesus
there was
so sorry
cb21uf .
16.6 gbp
train #tr0357
sue it
train tr8846
tr3947 leaves
i forgot
the marriott
okay no
the tr8399
ballare postcode
as i
all trains
tr6759 leaves
the respiratory
tr6226 will
your ride
the backstreet
terrific .
that would
yes postcode
our system
the tr1502
01223292094 is
tr2919 is
your restaurant
the cafe
your restaurant
what can
tr3730 will
tr5358 leaves
sure travel
booking you
the tr9891
wonderful !
will a
"farewell ,"
sure do
wandlebury 's
i'll recommend
the 3
booked at
successfully booked
tr5266 arrives
tr7020 london
reservation reserved
tr1750 leaves
that should
tr2987 departs
sure its
the tr1499
okay now
the tr2775
13:00 can
good-bye .
the tr9891
tr6607 .
sure on
you should
tr9876 leaves
tr5626 leaves
tenpin 's
booking there
train tr6989
train tr6799
the tr0635
kymmoy is
hmmm .
yes success
worth house
your taxi
train tr9969
i bookid
01223358966 is
okay perfect
train tr8792
train tr3922
they were
booking for
it looks
tr9493 arrives
tr5194 arrives
four great
no results
unfortunately those
here 's
the people
please wait
nothing of
perfect i
escaping for
"whoops ,"
you sure
so glad
train number
it arrives
sorry booking
tr8903 leaves
we haven't
tr7012 departs
no the
your all
any particular
no pools
they do
yes almost
"certain ,"
i did
tr0397 will
cityrooms is
yes kirkwood
any time
book another
"okay ,"
bride guest
address: hills
wagamana is
sidney sussex
we haven't
tr0637 departs
and free
whatever it
oh i
ask is
rice house
please enjoy
okay at
i do
i managed
nandos 's
yes midsummer
tr8126 would
tr9854 departs
curry price
no results
they have
considering that
cineworld and
my personal
king 's
the vehicle
its been
okay where
zizi cambridge
tr5720 leaves
kings college
the postalcode
what side
hotel -s
also the
limehouse is
the tr3342
all 10
tr8933 will
i completely
got itthe
tr0552 departs
yes you
the cambridge
yes phone
tr1923 departs
the best
tr6691 leaves
train tr1465
all architecture
the worth
maybe old
university hotel
great guesthouse
i personally
01223355711 is
tr6226 will
yes when
tr2634 leaves
milton county
why not
my records
no thank
you have
that postcode
the tr1827
most definite
"indeed ,"
yes we
the tr7001
the carolina
all nightclubs
7 seats
welcome again
queen 's
the tr3173
the star
train tr9781
with so
01223362525 .
that hotel
tr2125 leaves
thank and
bye !
i hop
zizzi cambridge
tr5694 cambridge
train tr7483
confirmation number
train tr0798
the gallery
the limehouse
i don
also have
already booked
oh sure
of how
the tr2232
hakka is
the tr6549
"thanks ,"
cambridge has
tr8792 departs
i would
cambridge to
how much
alright tr2239
the tr9704
pipasha restaurant
sure thingthe
train number
no boats
have you
where would
at 4
why sure
the local
tr2025 leaves
excellent .
20 milton
tr3057 will
all the
train tr5902
tr3283 leaves
taxi from
acorn guesthouse
you table
will i
cambridge leisure
tr4494 will
now i
17 magdalene
from where
please give
07426688661 is
your party
graffiti 's
a taxi
their address
the tr2141
reservations are
ok the
tr4216 arrives
the nandos
tr8306 leaves
they seem
train tr3255
train tr8310
tr1681 will
kitchen and
tr7406 leaves
the tr6898
please book
entrance to
01223576412 is
near the
i could
tr9525 leaves
i managed
how much
only 17
welcome amd
based on
sure your
tr7468 would
hutington marriot
six trains
adc theatre
what time
and will
tr3889 departs
the west
tr9448 is
all i
this time
booked !
tr0953 going
tr3207 will
address :
there we
tr6691 leaves
congradulatoions your
train tr8292
tr1997 leaves
thanh binh
ok expect
want me
the tr3450
3 stars
then i
royal spice
would it
tr6159 leaves
"haha ,"
tr4792 leaves
tr4076 departs
there 2
not with
tr6488 departs
tr3420 will
there we
train# tr7759
tr2833 departs
your ride
tr7763 arrives
train tr4859
the belfry
the mexican
booking complete
finches bed
the tr2083
do you
do not
ok we
the train
look for
for what
8 mercers
bedouin is
not at
train tr4373
sure we
fantastichave a
to brighten
if a
red skoda
"ballare ,"
adress is
wonderful how
at 4
tr7733 is
tr1704 arrives
train tr0217
tr0212 leaves
the tr4226
acorn house
with the
saint catharine
163 minutes
most nightclubs
the bedouin
university hotel
tr5725 from
would the
grey skoda
none of
allenbell looks
we're fortunate
zizi cambridge
train tr8829
a table
tr3839 ill
have we
phone: 01954714600
train tr2969
yes are
the hakka
nope .
primavera is
where on
no sorry
tr1672 departs
tr0094 leaves
there will
the pleasure
i only
tr8372 leaves
the tr3005
okay glad
happy birthday
seventeen location
you hang
yes do
our pleasure
camboats is
loch fyne
the vehicle
the theatre
train tr7900
tr9236 leaves
sure depending
our pleasure
table for
tr1148 leaves
tr2025 will
no quite
4 stars
we can
train tr5747
i would
all set-
wifi is
neither price
the archway
so the
train tr2274
its booked
01223243830 is
train tr1262
9725nvqd is
greathave a
"ah ,"
finches bed
tr9605 leaves
tr1755 arrives
train tr4824
train tr4373
it leaves
if your're
okay please
most colleges
tr0625 departs
what time
the tr4015
tr6834 departs
"excellent ,"
the id
thanks a
certain -ly
tr4757 arrives
the sesame
16.6 gbp
i gave
neither are
train is
your total
how great
tr8882 departs
train tr7309
cb23qf is
the panahar
the kymmoy
tr9320 will
the tr9025
tr2138 arrives
the cheap
we got
tickets are
the tr0017
the tr4076
train tr4840
camboats in
oh dear
taxi is
arrival at
tr2730 is
thanks for
in the
train tr4859
just so
that does
booking at
train tr5747
tr6607 .
no it
cityroomz over
"wow ,"
tr9063 arrives
tr8293 arrives
kambar nightclub
cinema cinema
starting at
entrance fee
contact number
certain -ly
tr0637 departs
the tr1502
i do
the tr9016
consider clare
on tuesday
the tr0277
for dojo
tr7850 leaves
great thank
yes are
the tr7447
4.10 pounds
surethe phone
london kings
actual -ly
tr5234 will
the 4
tr7618 arrives
the tickets
camboats address
i cancelled
huntingdon marriott
the good
lets finish
train# tr7548
yeah sore
unfortunately there
it sounds
train tr6688
sure rosa
luckily there
where are
sure where
tr2950 will
corpus christi
great there
both facilities
tr5695 departs
tr6834 leaves
is a
the general
pizza hut
the rooms
for the
sure- where
try kohinoor
the tr5570
christs 's
thanks for
the tr7430
all 2
yes it
sitar tandoori
greati have
you asked
for just
hamiliton lodge
i happen
the tr5797
restaurant two
tr4440 is
yes is
is that
the tr1923
what criteria
tr3212 leaves
is parkside
tr6226 will
yes really
tr3412 leaves
great street
yes adress
tr8306 leaves
alright what
ok the
the tr8070
if the
the tr8903
a yellow
the oak
the tr7656
which one
okay .
train tr6105
tr0363 departs
since this
the tr9891
its called
moderate price
tr2586 arrives
tr5108 is
italian and
what location
your fee
the sheep
since there
tr5266 arrives
tr8080 arrives
what can
tr6003 leaves
"again ,"
what tie
tr6833 leaves
tr5484 leaves
downing college
leave at
ttr7278 leaves
tr2771 leaves
le t
tr2494 will
darrys cookhouse
a black
i book
postcode :
01223477900 .
yes success
cityroomz over
the tr2730
the bloomsbury
al set
the tr6366
rice boat
tr3600 leaves
the limehouse
train tr6989
the tr9276
the alpah-milton
tr2985 leaves
city stop
"anatolia ,"
train tr8585
tr0397 will
tr8399 leaves
tr1709 leaves
sure thingwhat
train tr5570
"sure ,"
the tr4626
ok would
the tr7610
unfortunately it
tr1931 will
and do
and just
out of
tr8504 will
"unfortunately ,"
have i
magdalene college
there appears
train tr6725
tr5669 leaves
tr1499 will
their is
nusha and
you reservation
train tr0734
unfortunately with
7.84 pounds
i honestly
the little
tr1328 leaves
tr7747 leaves
reservation reserved
thanks to
tr1309 departs
that does
tr5497 leaves
try riverside
addenbrookes hospital
wen do
the chiquito
i take
hi i
tr6167 leaves
the tr1180
nusha 's
01223576412 is
train tr0995
the tr2974
"hmmm ,"
churchill college
the rooms
train tr9892
ok expect
three restaurant
nirala is
hi there
the arrival
tr4887 leaves
yes
tr5713 leaves
train tr6688
four trains
your best
loch fyne
absolutely the
tr2631 arrives
710 newmarket
the expensive
alexander b&b
both gonville
alexander b
try gonville
133 trains
postcodes are
booked it
01223353888 is
queens college
oh may
tr0115 will
tr3736 arrives
the tr3571
cb13ef .
tr9420 will
the star
keep the
you room
if money
postcodes are
the 5
tr1238 leaves
thats good
loch fyne
great !
grey skoda
when were
there will
id recommend
train tr6003
yes ahley
01223308871 is
what will
unfortunately this
the river
sorry they
"congratulations ,"
tr7024 is
tr1062 leaves
there appear
tr3769 departs
and what
tr2129 leaves
check out
3435 green
tr5953 arrives
two trains
tr2361 will
what ammenities
tr6210 arrives
okay glad
easiest would
the tr1389
feel free
01223245151 is
a ticket
you reservation
"unfortunatly ,"
tr3396 leaves
tr3043 arrives
my apologies
tr2153 arrives
they can
train tr2863
the worth
the lan
what star
train tr2130
the nearest
please confirm
ca i
it sounds
thanks too
alright sounds
bedouin is
we got
tr2101 is
taxi is
downing college
tr5089 arrives
phone: 01954714600
they archway
the good
their price
cityroomz looks
your reservation
hello .
the gandhi
tr9062 will
meze bar
the 20:24
which section
the tr8387
train tr3043
52 mill
train tr7468
tr9635 will
okwhat type
anything in
the el
if they
tr4082 will
the tr9332
meghina 's
the 4
not a
8 tickets
your pickup
correct .
tr6247 leaves
the tr0088
okay perfect
tr4813 leaves
"you ,"
tr8255 departs
vue can
okwhat type
parking is
train tr1800
the location
unfortunately those
i hear
gonville and
that departs
train tr8736
the 09:16
the backstreet
tr0788 arrives
as stated
we're always
the tr4800
the tr2515
it fits
gdsgfsd fg
and where
which are
your party
thank for
tr8207 arrives
"ok ,"
train tr7747
ok .
the tr5034
tr3211 leaves
your reservations
some do
the tr7447
allenbell guesthouse
tr4967 arrives
you now
on the
tr0033 departs
tr6655 leaves
tr8842 arrives
the tr3702
7g6oj8g2 is
done !
tr0734 leaves
suretheir phone
you also
tr2515 arrives
hi !
01223353888 is
"adress ,"
yes what
they have
huntington marriott
for sureit
alrighty .
allenbell .
booking system
which restuarant
no record
four star
yes cote
i believe
absolutelythe peking
train tr3237
the tr1923
the tr9547
three people
the tr9892
of couse
tr7406 leaves
train with
the admission
my suggestion
train tr0797
"um ,"
tr1828 is
train tr6003
cb19ej and
the duration
01223323178 is
"remember ,"
whale of
the good
ok how
tr9545 arrives
and from
the tr
tr7012 departs
two do
ruskin gallery
the tr1898
the vietnamese
all trains
01223241387 is
the tr7850
does acorn
i found
the tr9082
would love
"no ,"
tr0864 will
nice it
the tr9025
that was
no the
sure theres
yeson tuesday
"tr2987 ,"
01223336540 it
tr1502 arrives
9 of
the tr9547
we may
tr9384 leaves
no thank
city center
d recommend
the huntingdon
"cambridge ,"
tr4828 departs
the police
tr4673 leaves
the college
train tr5863
tr1975 leaves
trian tr7924
train tr3087
if that
tr0919 leaves
wifi is
i always
3 people
18:54 is
the tr9704
the reservation
please enjoy
tr5154 leaves
the 3
tr7040 arrives
tr7648 will
the tr7656
tr5159 will
tr8842 will
what about
"cb21en ,"
no pools
absolutely ?
tr8306 leaves
tr9102 arrives
train tr4975
welcome next
shiraz restaurant
the bryard
oh what
tr0115 will
"hmmmm ,"
train tr0996
tr7329 leaves
tr4757 arrives
01223277977 is
these trains
i also
train tr6368
train tr0927
trainid tr0613
you all
the hospital
reservation is
the sitar
train tr8466
"address ,"
the tr9926
tr1659 departs
the park
tr7855 will
alright ive
tr8126 arrives
the chiquito
the taj
just about
royal standard
"certain ,"
train 6383
the nightclubs
no they
just so
thank for
01223464646 phone
there address
cambridge book
they do
i hope
this particular
kohinoor is
what food
with a
tr4669 leaves
indian food
i enjoy
you did
best price
the ugly
51 trumpington
postcode cb17dy
the tr1342
their fee
tr3947 leaves
the cambridge
it lasts
super !
jesus lane
trian tr7924
the one
tr3839 ill
our system
the royal
the da
enjoy !
the acorn
the thanh
going by
tr8662 runs
the jesus
tr6939 is
golden wok
anatolia and
tr8504 will
tr0521 will
dojo noodle
cityroomz has
si booked
"nope ,"
no i
if that
"parkside ,"
5 place
they just
ok its
the sheep
is this
train tr3237
trains leave
the rating
what star
its price
what price
it is
sure lan
all i
there actual
your welcome
booking there
tr0035 arrives
their price
so i
in case
their postal
see where
the tr1162
i just
michael house
ok no
tr9016 is
i highly
prezzo restaurant
ballare is
tr8705 will
its listed
yes booking
it is
for some
before reserving
contact them
hold on
cityroomzs hotel
train tr8464
tr2292 departs
looks like
the tr3257
the tr5484
call back
those would
would 6:45
the cherry
old schools
it serves
i cannot
we booked
oh of
dojo noodle
train tr5921
express by
unfortunately there
tr9680 leaves
second time
the tr2452
your confirmation
train tr4373
w8yhjksv is
primavera has
your grey
451 newmarket
train tr0798
the tr9346
tr0637 departs
what an
our colleges
okay perfect
kohinoor 's
that brings
tr4800 leaves
hutington marriot
curry price
sorry we
that did
meghna serves
before going
headed to
tr5538 leaves
booking unsuccessful
tr8792 is
the tr1389
all right
already booked
tr6003 leaves
cambridge is
tr2534 arrives
sesame restaurant
club salsa
congradulatoions your
that should
the tr1058
duration for
ballare nightclub
im getting
wadlebury county
the cityrooms
postcode is
cambridge 's
the whipple
"cityroomz ,"
congradulatoions your
street .
tr2694 leaves
"the ""yu"
fantastic .
visitors find
are searching
ok am
tr7024 is
tr5154 takes
ok what
it was
train tr5972
the tr4016
tr4256 will
tr7239 departs
lynne stover
okay have
please clarify
i highly
will that
train with
the yippee
tr7329 leaves
allenbell is
5 tickets
"also ,"
the id
what cuisine
tr1584 arrives
parking is
the tr1709
i forgot
what else
avalon is
tang chinese
there does
where will
several good
i absolutely
tr8017 leaves
thanks a
your black
vkjgwfnr is
yes booking
awesome !
i hope
its ok
cb21uf .
the camboats
sure on
avalon has
do not
also what
the booked
01223334200 is
tenpin is
archway house
from which
on tuesday
"regretfully ,"
the tr7177
that restaurant
try clubbing
cheap and
tr0415 leaves
okay what
tr4969 will
your very
contact them
check out
there earliest
you now
tr0734 leaves
cambridge 's
the tr3938
all of
tr7012 departs
tr6745 departs
there address
o booked
tr6834 departs
okay have
saigon city
for just
there is
please reach
do yo
one is
i glad
feel free
"tr1163 ,"
tr8202 is
yeah all
tr3515 will
ok !
tr0757 leaves
you hang
your restaurant
yes if
yes yur
yippee noodle
anatolia is
ok what
tr9062 will
going by
where should
the stazione
the tr2512
train tr2379
11:45 it
first we
where and
correct .
the tr2420
hughes hall--postcode
tr1062 leaves
both offer
bedouin at
ok we
for dojo
you will
it departs
3 stars
when could
tr5695 departs
not on
train tr6725
the respiratory
tr7703 will
tr9082 leaves
tr8017 leaves
no such
tr3702 leaves
to you
your 1
tr8824 is
no thanks
the tr9942
01223464646 is
the area
please to
graffiti 's
tr8604 will
the 2
tr2771 leaves
all three
1 guest
yes postcode
yes phone
"cb23pq ,"
tr0734 leaves
the tr0196
the tr3602
two do
kymmoy offers
ok where
great there
tr7786 can
postcodes are
tr9202 would
i recomend
as previously
01223575122 .
yes all
before you
tr3730 will
there must
tr2823 is
the mahal
what specific
congratulations !
what other
36 minutes
yes yur
okay great
the tr2176
the vietnamese
maybe old
tr5285 leaves
tr1549 leaves
for 60.08
the tr1502
and the
rice house
bye now
the tr4466
01223308871 is
acron guest
12.80 pounds
tr2016 leaves
near the
with all
tr9376 leaves
trains begin
the gardenia
unfortunately that
the medical
try some
then may
train tr1526
as for
sesame restaurant
sure its
does this
very well
unfortunately reservations
the alexander
01223292094 is
it turns
tickets are
tr7349 will
that one
train tr3661
yu garden
department phone
train tr9460
tr4288 arrives
starting at
your 3
thanks for
tr0471 leaving
sure on
the ugly
tr8604 leaves
i suppose
what interests
tr0919 leaves
restaurant one
for what
tr0797 leaves
that time
tr6224 leaves
train tr8310
vue can
charlie chan
train tr4488
tr8331 leaves
you were
12.80 pounds
i waqs
tr6357 leaves
i now
oh good
the alexdander
oh they
booked you
clowns cafe
the tr7853
anatolia 's
133 trains
that worked
how 's
yes how
okay traid
cb39ey .
yes sure
unit su43
taxi has
the tr9366
tr3602 arrives
tr4404 leaves
it takes
tr5216 departs
okay at
first let
can we
brookshite ?
tr1784 departs
tr9445 departs
tr5484 leaves
the zip
trin id
tr9063 leaves
the attraction
train tr0996
"unfortunatley ,"
the tr6715
well 4
cb21tt is
camboats phone
tr0378 arrives
tr5488 will
tr8792 is
the tr9714
twenty one
that leave
would another
is your
the tr2153
okay do
booking at
the riverside
the cityrooms
in addition
there 6
their phone
tr8730 has
tr9460 leaves
okay happy
allenbell matches
phone: 01954714600
the meze
it sounds
train tr0339
i prefer
tr6688 leaves
you and
01223334200 is
tr6247 leaves
tr3343 will
sure thingthe
tr6247 leaves
cineworld and
train tr1704
tr9493 arrives
that phone
if the
tr2138 arrives
taxi has
kirkwood is
you as
lets finish
and do
tr5677 will
trains all
please book
just for
oh okay
in which
first train
tr7309 would
consider clare
cityroomz meets
tr8860 departs
christs 's
"so ,"
the reservations
tr8585 leaves
no the
primavera 's
the tr5538
01223334900 .
maybe i
63 milton
tr0104 would
there 6
01223323178 is
excellent choice
tr3839 ill
cityroomz has
which will
here is
the tr1389
first of
the primavera
the tr9859
what about
cb23qf .
my personal
other than
ok !
sadly i
tr2534 arrives
tr4404 leaves
train tr4535
i'll book
tr2436 will
their number
tr5693 meets
avalon seems
enjoyed your
163 minutes
train tr8736
alright have
unfortunately their
tr8272 leaves
yes free
tr5358 leaves
the graffiti
wagamana is
that narrows
and thank
that shouldn't
tr8533 will
cote 's
if we
kohinoor is
the curry
they serve
oh wait
a white
tr9620 leaves
booking went
you did
ok !
the tr3005
i recommen
prezzo and
tr3433 will
kymmoy offers
tr9493 arrives
tr1731 will
train tr3234
tr9024 leaves
are searching
well that
no matches
tr8126 arrives
we're a
the tr7223
sure here
you as
to make
tr0680 will
tr2021 is
great there
train tr1800
what ever
"ballare ,"
bridge guesthouse
postcode: cb43nl
your driver
two do
the graffiti
the tr7195
yes all
nothing of
your trainid
i tr0212
you are
tr0945 leaves
will this
"hey ,"
tr6939 arrives
the tr2826
always welcome
tr7187 departs
tr2083 leaves
alright a
nice talking
ok can
i would
tr1879 leaves
tr9805 will
train tr3661
tr7940 will
is price
train tr1163
train tr9678
train tr3547
710 newmarket
tr9062 will
addenbrookes postcode
tr6572 is
01223240089 cb17sr
curry garden
yes what
the 20:24
both the
01223240089 is
okay churchill
the hospital
neither is
your contact
the tr9533
tr5949 departs
tr0469 arrives
an expensive
at 20:16
train tr2730
i get
hamiliton lodge
tr4887 leaves
the tr2973
very please
tr7040 will
the tr0196
the east
ok just
three guesthouses
camboats address
nothing is
the tr9859
tr8207 arrives
tr6697 departs
yes both
no there
i show
backstreet bistro
tr7040 will
the tr2001
the tr1144
train tr5570
hotel -s
expensive price
lol .
the tr4964
the tr8399
tr7397 leaves
and which
the tr9892
tr8476 will
anatolia meets
train tr8135
either anatolia
for when
tr2292 leaves
addenbrookes is
bridge guesthouse
133 trains
hi i
cineworld and
train #tr0357
tr9202 costs
camboats are
tr0094 leaves
success in
tr4463 will
well christ
the tr0196
tr1328 leaves
tr4216 leaves
to what
tr0615 departs
yes can
camboats is
whipple museum
fantastic .
okay i'll
lovely .
you said
the reference
the tr8488
restaurant alimentum
01223315702 and
booking unsuccessful
train tr3844
yes !
zizi cambridge
the one
tr4180 leaves
tr3839 ill
tr2045 leaves
before booking
sorry unfortunately
train tr1008
christ 's
oh good
train tr0031
my personal
tr8610 leaves
yes is
the ballare
i successfully
nice !
tr7020 departs
tr2021 is
your reservations
yes tr2118
01223334200 is
tr4987 gets
the apha-milton
tr7727 will
great to
tr2478 leaves
yes limehouse
tr4187 is
train tr3234
sorry booking
no tuscan
unfortunately the
what cuisine
tr5234 will
14 of
tr2730 is
all trains
neither of
tr8805 will
tr1534 leaves
the milton
tr2025 will
i want
the tr3732
01223334200 is
tr9900 arrives
meghna is
for which
absolutely .
home from
the nearest
nandos in
the vietnamese
your grey
we currently
tr0189 leaves
lol .
funky fun
thanks
tr1765 leaves
unfortunately booking
have i
whats your
there address
tr8932 will
tr9680 leaves
the admission
michaelhouse cafe
tr2292 leaves
tr4187 is
yes that
not a
tr4466 leaves
train tr0532
tr7802leaves 09.40
the tr4800
"tr1163 ,"
